Roll [rad]	Pitch [rad]	Delta t [s]
-0.0809922	0.113446	0.288789
-0.0809922	0.110174	0.651308
-0.0744473	0.107992	0.270073
-0.0744473	0.106901	0.289644
-0.0755381	0.106901	0.28397
-0.0777198	0.106901	0.291418
-0.0820831	0.106901	0.280522
-0.0853556	0.105811	0.280036
-0.0864464	0.105811	0.286446
-0.0875372	0.105811	0.299665
-0.0842647	0.105811	0.291185
-0.0799014	0.106901	0.270171
-0.0788106	0.106901	0.275168
-0.0744473	0.10472	0.292351
-0.0722656	0.103629	0.264502
-0.0722656	0.103629	0.302224
-0.0755381	0.102538	0.284985
-0.0820831	0.102538	0.296619
-0.0886281	0.103629	0.27823
-0.0929914	0.103629	0.282922
-0.0940822	0.10472	0.282953
-0.0929914	0.103629	0.573656
-0.0755381	0.10472	0.281165
-0.0777198	0.10472	0.266091
-0.0919005	0.103629	0.311421
-0.0940822	0.103629	0.310853
-0.0908097	0.103629	0.286669
-0.0875372	0.103629	0.303332
-0.0799014	0.103629	0.290702
-0.0788106	0.10472	0.26117
-0.0777198	0.10472	0.290879
-0.0777198	0.10472	0.290869
-0.0799014	0.10472	0.309026
-0.0809922	0.10472	0.312216
-0.0820831	0.10472	0.302844
-0.0820831	0.10472	0.296074
-0.0820831	0.10472	0.315596
-0.0809922	0.10472	0.305383
-0.0777198	0.10472	0.31381
-0.0744473	0.103629	0.294326
-0.0722656	0.103629	0.673452
-0.0853556	0.10472	0.301665
-0.0842647	0.10472	0.309411
-0.0799014	0.10472	0.294127
-0.0788106	0.10472	0.290838
-0.0766289	0.103629	0.29323
-0.0755381	0.10472	0.279128
-0.0755381	0.10472	0.279048
-0.0799014	0.103629	0.296314
-0.0820831	0.103629	0.278172
-0.0820831	0.103629	0.262657
-0.0831739	0.103629	0.290543
-0.0820831	0.103629	0.273873
-0.0809922	0.103629	0.264684
-0.0788106	0.10472	0.271644
-0.0788106	0.10472	0.281112
-0.0766289	0.103629	0.271914
-0.0777198	0.103629	0.285774
-0.0788106	0.103629	0.269999
-0.0799014	0.103629	0.281043
-0.0799014	0.103629	0.556972
-0.0799014	0.103629	0.292988
-0.0799014	0.103629	0.300645
-0.0788106	0.103629	0.282172
-0.0788106	0.103629	0.269466
-0.0788106	0.103629	0.286379
-0.0788106	0.103629	0.279887
-0.0788106	0.10472	0.273887
-0.0788106	0.10472	0.277211
-0.0788106	0.10472	0.284117
-0.0777198	0.106901	0.277167
-0.0777198	0.106901	0.300978
-0.0777198	0.106901	0.283214
-0.0788106	0.106901	0.282991
-0.0788106	0.105811	0.306092
-0.0777198	0.105811	0.299341
-0.0766289	0.105811	0.285483
-0.0755381	0.10472	0.282435
-0.0755381	0.10472	0.298488
-0.0755381	0.10472	0.281459
-0.0755381	0.10472	0.270535
-0.0755381	0.10472	0.515102
-0.0788106	0.10472	0.274555
-0.0766289	0.10472	0.271309
-0.0722656	0.103629	0.285177
-0.0700839	0.101447	0.296019
-0.0711748	0.100356	0.286256
-0.0722656	0.100356	0.29025
-0.0722656	0.100356	0.294815
-0.0766289	0.100356	0.28179
-0.0777198	0.100356	0.297869
-0.0788106	0.101447	0.299425
-0.0799014	0.101447	0.298146
-0.0788106	0.101447	0.296086
-0.0722656	0.0992656	0.282367
-0.0689931	0.0981748	0.306444
-0.0657206	0.0981748	0.300808
-0.0657206	0.0981748	0.29112
-0.0668114	0.0992656	0.309418
-0.0689931	0.0992656	0.287335
-0.0744473	0.0992656	0.291294
-0.0777198	0.0992656	0.627683
-0.0679023	0.102538	0.29405
-0.0657206	0.101447	0.274061
-0.0646298	0.0981748	0.313437
-0.0668114	0.0949023	0.297142
-0.0700839	0.0927206	0.281778
-0.0700839	0.0927206	0.283914
-0.0799014	0.0949023	0.283594
-0.0809922	0.0949023	0.289667
-0.0777198	0.0981748	0.289948
-0.0722656	0.100356	0.275315
-0.0711748	0.100356	0.280902
-0.0679023	0.101447	0.283777
-0.0679023	0.0992656	0.251974
-0.0689931	0.0970839	0.270465
-0.0689931	0.0970839	0.265084
-0.0700839	0.0970839	0.292104
-0.0711748	0.0981748	0.281356
-0.0722656	0.0992656	0.278786
-0.0733564	0.100356	0.288233
-0.0733564	0.100356	0.255234
-0.0744473	0.100356	0.518816
-0.0689931	0.102538	0.267108
-0.0689931	0.102538	0.283441
-0.0744473	0.103629	0.285604
-0.0766289	0.102538	0.263778
-0.0788106	0.0992656	0.270265
-0.0799014	0.0981748	0.283154
-0.0799014	0.0981748	0.28774
-0.0777198	0.0981748	0.272617
-0.0733564	0.100356	0.281222
-0.0689931	0.10472	0.280258
-0.0689931	0.106901	0.257738
-0.0700839	0.107992	0.263522
-0.0722656	0.107992	0.28786
-0.0755381	0.107992	0.277754
