Roll [rad]	Pitch [rad]	Delta t [s]
0.00736505	-0.0229074	0.359974
0.00736505	-0.0229074	0.37216
0.00736505	-0.0185441	0.37754
0.00736505	-0.0174533	0.329361
0.00845588	-0.0174533	0.367287
0.00845588	-0.0207258	0.342947
0.00518338	-0.0261799	0.379237
0.00518338	-0.0327249	0.365959
0.00300172	-0.0370882	0.339894
0.00191089	-0.0381791	0.369443
0.00082006	-0.0370882	0.36346
-0.0013616	-0.0349066	0.374204
-0.0013616	-0.0316341	0.346939
-0.00027077	-0.0305433	0.364108
-0.00027077	-0.0305433	0.34018
0.00082006	-0.0283616	0.337233
-0.00027077	-0.0272708	0.347742
-0.00027077	-0.0272708	0.358857
-0.00027077	-0.0294524	0.348381
-0.00027077	-0.0294524	0.324486
-0.00027077	-0.0294524	0.335743
-0.00027077	-0.0316341	0.354725
-0.00027077	-0.0349066	0.372854
0.00082006	-0.0349066	0.355569
0.00300172	-0.0338158	0.3652
0.00300172	-0.0338158	0.376689
0.00300172	-0.0327249	0.355416
0.00300172	-0.0294524	0.374019
0.00300172	-0.0261799	0.350113
0.00300172	-0.0272708	0.337721
0.00300172	-0.0316341	0.368594
0.00300172	-0.0327249	0.335912
0.00300172	-0.0327249	0.375784
0.00300172	-0.0327249	0.373389
0.00300172	-0.0327249	0.355349
0.00191089	-0.0349066	0.352533
0.00191089	-0.0392699	0.372501
0.00300172	-0.0381791	0.360171
0.00300172	-0.0338158	0.356064
0.00409255	-0.0316341	0.3934
0.00409255	-0.0316341	0.375744
0.00409255	-0.0316341	0.361831
0.00409255	-0.0305433	0.378989
0.00409255	-0.0294524	0.36561
0.00518338	-0.0294524	0.39182
0.00627421	-0.0294524	0.377536
0.00845588	-0.0294524	0.365196
0.00845588	-0.0283616	0.363387
0.00845588	-0.0305433	0.371637
0.00736505	-0.0359974	0.348527
0.00736505	-0.0370882	0.379501
0.00736505	-0.0381791	0.36431
0.00627421	-0.0403607	0.388174
0.00627421	-0.0403607	0.365149
0.00627421	-0.0403607	0.39091
0.00627421	-0.0403607	0.347655
0.00627421	-0.0403607	0.375454
0.00518338	-0.0381791	0.358271
0.00627421	-0.0370882	0.377324
0.00736505	-0.0359974	0.356381
0.00191089	-0.0338158	0.361202
0.00300172	-0.0327249	0.340621
0.00300172	-0.0327249	0.370026
0.00300172	-0.0349066	0.360289
0.00300172	-0.0370882	0.380457
0.00409255	-0.0370882	0.373133
0.00300172	-0.0327249	0.349903
0.00300172	-0.0316341	0.377949
0.00191089	-0.0294524	0.361266
0.00300172	-0.0294524	0.386538
-0.00027077	-0.0261799	0.383984
-0.00027077	-0.0239983	0.355155
-0.00027077	-0.0239983	0.377752
-0.00245243	-0.0229074	0.35533
-0.00245243	-0.0229074	0.371291
-0.0013616	-0.0218166	0.383108
-0.0013616	-0.0218166	0.402684
-0.0013616	-0.0239983	0.385444
-0.0013616	-0.0272708	0.411119
-0.00027077	-0.0272708	1.77284
-0.00027077	-0.0283616	0.375838
-0.0013616	-0.0283616	0.336903
-0.0013616	-0.0283616	0.358098
-0.0013616	-0.0283616	0.325363
-0.0013616	-0.0283616	0.344738
-0.00027077	-0.0283616	0.329308
-0.00245243	-0.0283616	0.362975
-0.00245243	-0.0250891	0.374176
-0.00245243	-0.0207258	0.35465
-0.0013616	-0.0207258	0.392181
-0.00245243	-0.0207258	0.392305
-0.0013616	-0.0218166	0.403365
-0.00027077	-0.0229074	0.359658
-0.0013616	-0.0229074	0.387776
-0.0013616	-0.0229074	0.400638
-0.0013616	-0.0239983	0.381318
-0.00245243	-0.0239983	0.399071
-0.0013616	-0.0207258	0.336697
-0.00027077	-0.0250891	0.39588
-0.0013616	-0.0261799	0.33481
-0.0013616	-0.0261799	0.327168
0.00082006	-0.0229074	0.347152
-0.0013616	-0.0174533	0.340127
-0.00027077	-0.0174533	0.318794
-0.00027077	-0.0174533	0.312632
-0.00027077	-0.0174533	0.315229
-0.00027077	-0.0174533	0.346639
0.00191089	-0.0141808	0.338919
0.00191089	-0.0141808	0.3171
0.00191089	-0.0141808	0.296862
0.00082006	-0.0119991	0.361187
0.00191089	-0.00981748	0.343563
0.00191089	-0.0119991	0.34299
0.00191089	-0.01309	0.342392
0.00191089	-0.0174533	0.351908
0.00191089	-0.0174533	0.322792
0.00191089	-0.0174533	0.32624
0.00191089	-0.0174533	0.32718
0.00409255	-0.0174533	0.340752
0.00300172	-0.0174533	0.336734
0.00300172	-0.0174533	0.329023
0.00300172	-0.0174533	0.329597
0.00409255	-0.0174533	0.337076
0.00518338	-0.0174533	0.329141
0.00300172	-0.0174533	0.335987
0.00300172	-0.0185441	0.315716
0.00627421	-0.0185441	0.337142
0.00409255	-0.0174533	0.330244
0.00409255	-0.0174533	0.314947
0.00518338	-0.0174533	0.307325
0.00518338	-0.0174533	0.320583
0.00518338	-0.0152716	0.316851
0.00518338	-0.0152716	0.45661
0.00954671	-0.0152716	0.346262
0.00845588	-0.0152716	0.34693
0.0106375	-0.0163625	0.337721
0.0106375	-0.0218166	0.344345
0.00954671	-0.0239983	0.33272
0.0106375	-0.0218166	0.348506
0.0106375	-0.0207258	0.322002
0.0106375	-0.0207258	0.347731
0.0117284	-0.0207258	0.336355
0.0117284	-0.0207258	0.334232
0.00954671	-0.0207258	0.342686
0.00954671	-0.0207258	0.350842
0.0117284	-0.0207258	0.327937
0.0106375	-0.0207258	0.34686
0.00845588	-0.019635	0.335664
0.0128192	-0.0207258	0.332786
0.0128192	-0.0229074	0.338996
0.00954671	-0.0239983	0.346419
0.0117284	-0.0239983	0.322755
0.0106375	-0.0239983	0.46022
0.00954671	-0.0229074	0.322963
0.00845588	-0.0229074	0.337504
0.00845588	-0.0229074	0.362315
0.00736505	-0.0218166	0.329968
0.00736505	-0.0218166	0.324534
0.00627421	-0.0218166	0.37084
0.00627421	-0.0207258	0.339209
0.00627421	-0.0207258	0.347651
0.00518338	-0.0207258	0.330036
0.00736505	-0.0218166	0.343747
0.00845588	-0.0261799	0.338608
0.00845588	-0.0305433	0.338752
0.00954671	-0.0338158	0.336233
0.00845588	-0.0381791	0.342337
0.00845588	-0.0403607	0.348774
0.00736505	-0.0370882	0.347147
0.00736505	-0.0283616	0.349417
0.00518338	-0.0250891	0.371432
0.00518338	-0.0250891	0.332197
0.00518338	-0.0229074	0.381765
0.00518338	-0.0163625	0.345649
0.00409255	-0.0109083	0.354027
0.00409255	-0.00872665	0.342151
0.00518338	-0.00872665	0.33954
0.00409255	-0.01309	0.353054
0.00409255	-0.0185441	0.340689
0.00409255	-0.0185441	0.33652
0.00518338	-0.0185441	0.321537
0.00409255	-0.019635	0.319458
0.00300172	-0.019635	0.339088
0.00082006	-0.0250891	0.35331
-0.00027077	-0.0229074	0.346212
0.00082006	-0.01309	0.362713
-0.00027077	-0.00872665	0.332292
-0.00354326	-0.00763582	0.354722
-0.0013616	-0.00872665	0.325547
0.00409255	-0.00545415	0.340419
0.00191089	0.00218166	0.323578
0.00300172	0.00545415	0.330687
0.00191089	0.00327249	0.646932
0.00082006	-0.00327249	0.326751
0.00191089	-0.00436332	0.345626
0.00300172	-0.0109083	0.333365
0.00191089	-0.0109083	0.351848
0.00191089	-0.00654498	1.04
-0.00245243	-0.01309	0.341055
-0.00245243	-0.0141808	0.339742
-0.00245243	-0.0141808	0.353746
-0.00463409	-0.01309	0.330933
-0.00572492	-0.01309	0.348314
-0.00572492	-0.0109083	0.349439
-0.00572492	-0.01309	0.364533
-0.00572492	-0.0119991	0.330729
-0.00354326	-0.00872665	0.329624
-0.00354326	-0.00436332	0.337089
-0.00245243	-0.00327249	0.363432
-0.00245243	-0.00327249	0.336175
-0.00245243	-0.00436332	0.335044
-0.0013616	-0.00436332	0.366663
-0.0013616	-0.00436332	0.325684
-0.0013616	-0.00436332	0.365286
-0.00027077	-0.00436332	0.317327
-0.0013616	-0.00545415	0.353743
-0.00354326	-0.00763582	0.331769
-0.00245243	-0.00545415	0.368133
-0.00245243	0	0.346217
-0.00245243	0.00218166	0.372098
-0.0013616	0	0.356575
-0.0013616	-0.00218166	0.343708
0.00082006	-0.00436332	0.888685
0.00409255	-0.00872665	0.345638
0.00409255	-0.00872665	0.337547
0.00191089	-0.00872665	0.322309
0.00191089	-0.00872665	0.32485
0.00082006	-0.00872665	0.37153
0.00082006	-0.00436332	0.357454
0.00082006	0.00109083	0.339218
0.00082006	0.00218166	0.311375
0.00082006	0.00218166	0.319761
0.00082006	-0.00109083	0.336351
0.00082006	-0.00872665	0.367466
0.00082006	-0.00981748	0.346112
-0.0013616	-0.0109083	0.350704
-0.00027077	-0.0109083	0.338681
0.00191089	-0.0119991	0.319498
0.00082006	-0.0119991	0.381503
0.00191089	-0.01309	0.371759
