Roll [rad]	Pitch [rad]	Delta t [s]
-0.00027077	-0.0316341	0.381241
-0.00027077	-0.0316341	0.387205
-0.0013616	-0.0316341	0.375736
0.00082006	-0.0316341	0.335716
0.00082006	-0.0316341	0.368679
0.00409255	-0.0316341	0.337741
0.00409255	-0.0316341	0.371572
0.00409255	-0.0316341	0.371985
0.00409255	-0.0316341	0.366881
0.00300172	-0.0327249	0.365723
0.00300172	-0.0327249	0.335913
0.00300172	-0.0316341	0.376755
0.00300172	-0.0316341	0.336024
0.00300172	-0.0294524	0.384957
0.00300172	-0.0294524	0.380561
0.00300172	-0.0294524	0.372458
0.00191089	-0.0283616	0.390439
0.00191089	-0.0283616	0.388253
0.00082006	-0.0283616	0.352939
0.00082006	-0.0283616	0.381418
0.00082006	-0.0283616	0.355306
0.00082006	-0.0283616	0.346178
0.00082006	-0.0272708	0.330245
0.00082006	-0.0272708	0.343564
0.00082006	-0.0327249	0.330214
0.00082006	-0.0370882	0.361559
0.00300172	-0.0381791	0.350256
0.00300172	-0.0381791	0.330913
0.00300172	-0.0381791	0.332447
0.00300172	-0.0381791	0.347785
0.00300172	-0.0381791	0.331836
0.00300172	-0.0370882	0.324335
0.00300172	-0.0349066	0.353902
0.00409255	-0.0349066	0.33805
0.00409255	-0.0359974	0.347083
0.00300172	-0.0359974	0.337027
0.00300172	-0.0349066	0.345971
0.00300172	-0.0349066	0.336869
0.00300172	-0.0349066	0.329334
0.00300172	-0.0349066	0.338695
0.00300172	-0.0349066	0.345538
0.00191089	-0.0327249	0.335724
0.00191089	-0.0327249	0.372595
0.00191089	-0.0338158	0.337018
0.00191089	-0.0327249	0.345806
0.00191089	-0.0327249	0.314843
0.00191089	-0.0327249	0.341872
0.00191089	-0.0327249	0.362929
0.00191089	-0.0305433	0.370283
0.00300172	-0.0294524	0.359704
0.00300172	-0.0316341	0.342984
0.00300172	-0.0349066	0.338259
0.00300172	-0.0349066	0.341605
0.00191089	-0.0349066	0.352412
0.00191089	-0.0349066	0.328294
0.00191089	-0.0338158	0.345399
0.00191089	-0.0338158	0.375896
0.00191089	-0.0338158	0.342666
0.00191089	-0.0359974	0.377193
0.00409255	-0.0392699	0.335059
0.00300172	-0.0392699	0.381744
0.00409255	-0.0370882	0.361854
0.00082006	-0.0349066	0.349767
-0.00245243	-0.0327249	0.328777
-0.00245243	-0.0305433	1.9912
0.00191089	-0.0381791	0.364584
0.00191089	-0.0370882	0.330003
0.00191089	-0.0370882	0.361173
0.00191089	-0.0370882	0.333333
0.00191089	-0.0370882	0.426906
0.00191089	-0.0349066	0.333543
0.00191089	-0.0338158	0.330361
0.00191089	-0.0327249	0.334329
0.00191089	-0.0327249	0.359768
0.00191089	-0.0327249	0.364521
0.00191089	-0.0327249	0.344142
0.00300172	-0.0327249	0.369752
0.00082006	-0.0305433	0.349715
0.00082006	-0.0294524	0.366855
0.00082006	-0.0294524	0.352023
0.00082006	-0.0283616	0.334602
0.00082006	-0.0283616	0.361526
0.00082006	-0.0283616	0.332343
0.00082006	-0.0283616	0.326947
-0.00027077	-0.0283616	0.350843
-0.00027077	-0.0283616	0.332008
-0.00027077	-0.0272708	0.330516
-0.00027077	-0.0272708	0.337823
-0.00027077	-0.0272708	0.311346
-0.00027077	-0.0272708	0.366915
-0.00027077	-0.0272708	0.330841
-0.0013616	-0.0272708	0.358
-0.0013616	-0.0261799	0.326814
-0.0013616	-0.0261799	0.379427
-0.0013616	-0.0261799	0.367372
-0.0013616	-0.0261799	0.343439
-0.0013616	-0.0261799	0.360047
-0.0013616	-0.0272708	0.364909
-0.0013616	-0.0272708	0.39538
-0.0013616	-0.0272708	0.346261
-0.0013616	-0.0272708	0.375848
-0.0013616	-0.0272708	0.351727
-0.0013616	-0.0272708	0.358917
-0.0013616	-0.0272708	0.342765
-0.0013616	-0.0272708	0.336409
-0.0013616	-0.0272708	0.345591
