Roll [rad]	Pitch [rad]	Delta t [s]
-0.0199057	-0.126536	0.334285
-0.0275415	-0.126536	0.360964
-0.0319049	-0.124355	0.339617
-0.0329957	-0.122173	0.339359
-0.0297232	-0.123264	0.326934
-0.0253599	-0.125446	0.334344
-0.0199057	-0.129809	0.346642
-0.024269	-0.1309	0.337042
-0.0286324	-0.129809	0.33196
-0.0297232	-0.127627	0.331335
-0.0319049	-0.125446	0.333994
-0.030814	-0.125446	0.322412
-0.0275415	-0.128718	0.337108
-0.0264507	-0.134172	0.363469
-0.0286324	-0.136354	0.327038
-0.0297232	-0.136354	0.324454
-0.0362682	-0.133081	0.337167
-0.0395407	-0.1309	0.333247
-0.0395407	-0.129809	0.323595
-0.0384498	-0.131991	0.337284
-0.0329957	-0.136354	0.342919
-0.0275415	-0.137445	0.327369
-0.030814	-0.139626	0.340384
-0.0362682	-0.140717	0.328656
-0.037359	-0.136354	0.33299
-0.037359	-0.131991	0.337236
-0.0362682	-0.131991	0.312488
-0.0351774	-0.136354	0.332265
-0.037359	-0.140717	0.329239
-0.0395407	-0.14399	0.321222
-0.0428132	-0.14508	0.325527
-0.0417223	-0.14508	0.321358
-0.0428132	-0.14399	0.334979
-0.043904	-0.140717	0.33765
-0.0449948	-0.137445	0.3297
-0.0428132	-0.139626	0.34001
-0.0384498	-0.142899	0.326155
-0.037359	-0.14508	0.316731
-0.0384498	-0.14399	0.319122
-0.0362682	-0.139626	0.326239
-0.043904	-0.139626	0.335693
-0.0493582	-0.140717	0.354822
-0.0449948	-0.14508	0.34355
-0.0406315	-0.14508	0.33863
-0.0395407	-0.141808	0.331273
-0.0428132	-0.141808	0.331476
-0.0482673	-0.147262	0.352615
-0.0471765	-0.149444	0.351484
-0.0428132	-0.14508	0.342338
-0.0384498	-0.140717	0.324227
-0.0417223	-0.141808	0.331554
-0.043904	-0.142899	0.330845
-0.050449	-0.149444	0.356899
-0.050449	-0.151625	0.343931
-0.0482673	-0.151625	0.354154
-0.0482673	-0.151625	0.348355
-0.0482673	-0.149444	0.344674
-0.0482673	-0.149444	0.337424
-0.050449	-0.151625	0.357795
-0.0526307	-0.152716	0.369093
-0.0548123	-0.155989	0.369374
-0.0559031	-0.153807	0.37037
-0.0537215	-0.152716	0.364216
-0.0471765	-0.151625	0.359728
-0.0460857	-0.153807	0.357562
-0.050449	-0.155989	0.349774
-0.0537215	-0.15817	0.363843
-0.0591756	-0.159261	0.356461
-0.0613573	-0.155989	0.359081
-0.056994	-0.155989	0.373362
-0.0559031	-0.159261	0.347494
-0.0548123	-0.163625	0.349696
-0.056994	-0.165806	0.368034
-0.056994	-0.163625	0.365713
-0.0559031	-0.159261	0.347928
-0.056994	-0.155989	0.357209
-0.0559031	-0.15708	0.347096
-0.056994	-0.161443	0.351484
-0.056994	-0.164715	0.351412
-0.0613573	-0.17017	0.34535
-0.0657206	-0.17017	0.335804
-0.0668114	-0.166897	0.34555
-0.0646298	-0.163625	0.423611
-0.0580848	-0.165806	0.346827
-0.056994	-0.169079	0.370416
-0.0613573	-0.17126	0.349635
-0.0689931	-0.17017	0.342112
-0.0711748	-0.166897	0.338453
-0.0668114	-0.163625	0.341055
-0.0646298	-0.164715	0.339111
-0.0537215	-0.169079	0.342293
-0.0591756	-0.172351	0.343698
-0.0646298	-0.17126	0.339814
-0.0722656	-0.17126	0.347518
-0.0722656	-0.173442	0.354206
-0.0657206	-0.174533	0.355349
-0.0624481	-0.172351	0.357875
-0.0613573	-0.17126	0.342725
-0.0646298	-0.17126	0.352728
-0.0646298	-0.172351	0.327598
-0.0668114	-0.17126	0.349008
-0.0689931	-0.17126	0.346793
-0.0733564	-0.174533	0.354815
-0.0711748	-0.178896	0.334759
-0.0679023	-0.179987	0.335944
-0.0679023	-0.177805	0.35237
-0.0700839	-0.177805	0.339248
-0.0744473	-0.178896	0.354148
-0.0744473	-0.175624	0.337144
-0.0722656	-0.174533	0.346799
-0.0711748	-0.172351	0.346887
-0.0700839	-0.175624	0.345393
-0.0733564	-0.178896	0.349451
-0.0744473	-0.178896	0.324085
-0.0722656	-0.176715	0.337588
-0.0722656	-0.176715	0.348827
-0.0722656	-0.179987	0.342021
-0.0722656	-0.182169	0.357998
-0.0733564	-0.181078	0.34074
-0.0788106	-0.178896	0.352286
-0.0831739	-0.179987	0.346226
-0.0842647	-0.18435	0.348402
-0.0820831	-0.186532	0.355675
-0.0788106	-0.18435	0.340511
-0.0755381	-0.182169	0.344764
-0.0733564	-0.18435	0.329678
-0.0755381	-0.186532	0.349768
-0.0820831	-0.187623	0.358071
-0.0842647	-0.18435	0.349117
-0.0853556	-0.18435	0.354341
-0.0842647	-0.187623	0.341902
-0.0831739	-0.190895	0.348145
-0.0831739	-0.189805	0.348334
-0.0864464	-0.188714	0.342971
-0.0908097	-0.189805	0.359322
-0.0897189	-0.191986	0.452203
-0.0831739	-0.191986	0.363677
-0.0831739	-0.194168	0.362363
-0.0853556	-0.194168	0.364551
-0.0875372	-0.191986	0.363537
-0.0908097	-0.189805	0.346457
-0.0908097	-0.190895	0.360011
